,Identificador_Agricultor,Estimativa_de_Insetos,Tipo_de_Cultivo,Tipo_de_Solo,Categoria_Pesticida,Doses_Semana,Semanas_Utilizando,Semanas_Sem_Uso,Temporada,previsao_dano_na_plantacao
85467,SCROP85468,984,0,1,2,40,16.0,25,2,0
85468,SCROP85469,984,0,1,2,40,20.0,17,3,0
85469,SCROP85470,984,0,1,2,50,23.0,16,1,0
85470,SCROP85471,984,0,1,2,60,24.0,14,3,0
85471,SCROP85472,984,0,1,2,60,27.0,12,1,0
85472,SCROP85473,984,0,1,2,80,24.0,12,1,0
85473,SCROP85474,984,0,1,2,60,21.0,15,2,0
85474,SCROP85475,984,0,1,2,30,22.0,13,3,0
85475,SCROP85476,1056,0,1,2,10,39.0,2,2,0
85476,SCROP85477,1056,0,1,2,20,12.0,25,2,0
85477,SCROP85478,1056,0,1,2,20,17.0,25,2,0
85478,SCROP85479,1056,0,1,2,20,20.0,15,1,0
85479,SCROP85480,1056,0,1,2,20,20.0,16,2,0
85480,SCROP85481,1056,0,1,2,20,21.0,24,2,0
85481,SCROP85482,1056,0,1,2,20,23.0,4,2,0
85482,SCROP85483,1056,0,1,2,20,23.0,18,1,0
85483,SCROP85484,1056,0,1,2,20,30.0,10,3,0
85484,SCROP85485,1056,0,1,2,20,33.0,4,3,0
85485,SCROP85486,1056,0,1,2,20,39.0,2,1,0
85486,SCROP85487,1056,0,1,2,25,10.0,26,2,0
85487,SCROP85488,1056,0,1,2,25,34.0,4,2,0
85488,SCROP85489,1056,0,1,2,30,18.0,21,3,0
85489,SCROP85490,1056,0,1,2,30,21.0,19,2,0
85490,SCROP85491,1056,0,1,2,30,28.0,12,2,0
85491,SCROP85492,1056,0,1,2,30,,12,2,0
85492,SCROP85493,1056,0,1,2,35,10.0,20,1,0
85493,SCROP85494,1056,0,1,2,35,34.0,11,2,0
85494,SCROP85495,1056,0,1,2,40,10.0,27,1,0
85495,SCROP85496,1056,0,1,2,40,20.0,9,2,0
85496,SCROP85497,1056,0,1,2,40,24.0,16,2,0
85497,SCROP85498,1056,0,1,2,40,27.0,8,2,0
85498,SCROP85499,1056,0,1,2,40,33.0,9,2,0
85499,SCROP85500,1056,0,1,2,60,42.0,1,2,0
85500,SCROP85501,1056,0,1,2,70,45.0,3,2,0
85501,SCROP85502,1132,0,1,2,5,10.0,26,1,0
85502,SCROP85503,1132,0,1,2,5,11.0,23,3,0
85503,SCROP85504,1132,0,1,2,10,,28,2,0
85504,SCROP85505,1132,0,1,2,10,28.0,13,1,0
85505,SCROP85506,1132,0,1,2,10,,7,1,0
85506,SCROP85507,1132,0,1,2,10,33.0,3,2,0
85507,SCROP85508,1132,0,1,2,15,11.0,25,1,0
85508,SCROP85509,1132,0,1,2,15,,12,3,0
85509,SCROP85510,1132,0,1,2,20,15.0,13,2,0
85510,SCROP85511,1132,0,1,2,20,23.0,12,2,0
85511,SCROP85512,1132,0,1,2,20,40.0,1,2,0
85512,SCROP85513,1132,0,1,2,20,46.0,0,1,0
85513,SCROP85514,1132,0,1,2,25,20.0,21,2,0
85514,SCROP85515,1132,0,1,2,25,33.0,8,2,0
85515,SCROP85516,1132,0,1,2,30,,28,2,0
85516,SCROP85517,1132,0,1,2,30,16.0,26,1,0
85517,SCROP85518,1132,0,1,2,30,20.0,21,2,0
85518,SCROP85519,1132,0,1,2,30,21.0,22,3,0
85519,SCROP85520,1132,0,1,2,30,24.0,18,3,0
85520,SCROP85521,1132,0,1,2,30,25.0,2,2,0
85521,SCROP85522,1132,0,1,2,30,29.0,10,1,0
85522,SCROP85523,1132,0,1,2,30,38.0,2,1,0
85523,SCROP85524,1132,0,1,2,40,20.0,17,3,0
85524,SCROP85525,1132,0,1,2,40,26.0,17,1,0
85525,SCROP85526,1132,0,1,2,40,30.0,3,1,0
85526,SCROP85527,1132,0,1,2,40,32.0,18,2,0
85527,SCROP85528,1132,0,1,2,40,42.0,3,2,0
85528,SCROP85529,1132,0,1,2,50,8.0,19,1,0
85529,SCROP85530,1132,0,1,2,50,,28,2,0
85530,SCROP85531,1132,0,1,2,80,27.0,12,2,0
85531,SCROP85532,1212,0,1,2,5,13.0,29,1,0
85532,SCROP85533,1212,0,1,2,5,14.0,29,3,0
85533,SCROP85534,1212,0,1,2,5,,24,3,0
85534,SCROP85535,1212,0,1,2,10,9.0,22,2,0
85535,SCROP85536,1212,0,1,2,10,10.0,12,1,0
85536,SCROP85537,1212,0,1,2,10,,27,2,0
85537,SCROP85538,1212,0,1,2,10,12.0,27,1,0
85538,SCROP85539,1212,0,1,2,10,14.0,27,1,0
85539,SCROP85540,1212,0,1,2,10,15.0,19,2,0
85540,SCROP85541,1212,0,1,2,10,18.0,25,2,0
85541,SCROP85542,1212,0,1,2,10,32.0,9,1,0
85542,SCROP85543,1212,0,1,2,10,47.0,2,2,0
85543,SCROP85544,1212,0,1,2,15,14.0,27,2,0
85544,SCROP85545,1212,0,1,2,15,25.0,2,2,0
85545,SCROP85546,1212,0,1,2,20,19.0,25,1,0
85546,SCROP85547,1212,0,1,2,20,20.0,24,2,0
85547,SCROP85548,1212,0,1,2,20,26.0,15,2,0
85548,SCROP85549,1212,0,1,2,20,29.0,14,3,0
85549,SCROP85550,1212,0,1,2,20,32.0,2,2,0
85550,SCROP85551,1212,0,1,2,20,32.0,4,2,0
85551,SCROP85552,1212,0,1,2,20,35.0,4,3,0
85552,SCROP85553,1212,0,1,2,25,20.0,23,2,0
85553,SCROP85554,1212,0,1,2,25,24.0,12,2,0
85554,SCROP85555,1212,0,1,2,25,24.0,13,2,0
85555,SCROP85556,1212,0,1,2,25,30.0,11,1,0
85556,SCROP85557,1212,0,1,2,30,20.0,26,2,0
85557,SCROP85558,1212,0,1,2,30,25.0,3,2,0
85558,SCROP85559,1212,0,1,2,30,28.0,13,1,0
85559,SCROP85560,1212,0,1,2,30,30.0,13,2,0
85560,SCROP85561,1212,0,1,2,35,10.0,25,3,0
85561,SCROP85562,1212,0,1,2,40,12.0,23,2,0
85562,SCROP85563,1212,0,1,2,40,14.0,28,2,0
85563,SCROP85564,1212,0,1,2,40,19.0,1,2,0
85564,SCROP85565,1212,0,1,2,40,25.0,24,2,0
85565,SCROP85566,1212,0,1,2,40,31.0,10,2,0
85566,SCROP85567,1212,0,1,2,40,31.0,12,2,0
85567,SCROP85568,1212,0,1,2,40,34.0,8,2,0
85568,SCROP85569,1212,0,1,2,40,37.0,9,2,0
85569,SCROP85570,1212,0,1,2,40,45.0,1,1,0
85570,SCROP85571,1212,0,1,2,45,14.0,27,2,0
85571,SCROP85572,1212,0,1,2,50,16.0,26,2,0
85572,SCROP85573,1212,0,1,2,50,23.0,18,2,0
85573,SCROP85574,1212,0,1,2,50,24.0,19,2,0
85574,SCROP85575,1212,0,1,2,55,24.0,15,2,0
85575,SCROP85576,1212,0,1,2,60,,8,1,0
85576,SCROP85577,1212,0,1,2,80,31.0,12,3,0
85577,SCROP85578,1212,0,1,2,20,,5,2,0
85578,SCROP85579,1212,0,1,2,60,19.0,25,2,0
85579,SCROP85580,1296,0,1,2,10,7.0,5,2,0
85580,SCROP85581,1297,0,1,2,10,10.0,30,1,0
85581,SCROP85582,1296,0,1,2,10,15.0,20,2,0
85582,SCROP85583,1296,0,1,2,10,18.0,20,2,0
85583,SCROP85584,1296,0,1,2,10,25.0,16,2,0
85584,SCROP85585,1296,0,1,2,10,,2,1,0
85585,SCROP85586,1296,0,1,2,15,39.0,5,3,0
85586,SCROP85587,1296,0,1,2,20,,20,2,0
85587,SCROP85588,1297,0,1,2,20,43.0,4,2,0
85588,SCROP85589,1296,0,1,2,25,7.0,28,2,0
85589,SCROP85590,1297,0,1,2,25,9.0,30,1,0
85590,SCROP85591,1296,0,1,2,30,19.0,23,3,0
85591,SCROP85592,1296,0,1,2,30,21.0,20,1,0
85592,SCROP85593,1296,0,1,2,30,25.0,10,3,0
85593,SCROP85594,1296,0,1,2,30,36.0,2,2,0
85594,SCROP85595,1296,0,1,2,40,10.0,0,2,0
85595,SCROP85596,1296,0,1,2,40,12.0,30,3,0
85596,SCROP85597,1296,0,1,2,40,15.0,9,3,0
85597,SCROP85598,1296,0,1,2,40,24.0,24,2,0
85598,SCROP85599,1297,0,1,2,40,25.0,18,2,0
85599,SCROP85600,1296,0,1,2,40,30.0,9,3,0
85600,SCROP85601,1297,0,1,2,40,,8,1,0
85601,SCROP85602,1297,0,1,2,40,35.0,12,2,0
85602,SCROP85603,1296,0,1,2,40,,1,3,0
85603,SCROP85604,1297,0,1,2,40,40.0,5,2,0
85604,SCROP85605,1297,0,1,2,45,23.0,20,3,0
85605,SCROP85606,1296,0,1,2,50,27.0,20,2,0
85606,SCROP85607,1296,0,1,2,50,42.0,1,2,0
85607,SCROP85608,1296,0,1,2,60,22.0,20,3,0
85608,SCROP85609,1296,0,1,2,60,25.0,18,1,0
85609,SCROP85610,1296,0,1,2,60,36.0,4,2,0
85610,SCROP85611,1296,0,1,2,60,42.0,4,1,0
85611,SCROP85612,1296,0,1,2,80,42.0,6,1,0
85612,SCROP85613,1296,0,1,2,90,24.0,20,1,0
85613,SCROP85614,1296,0,1,2,20,20.0,26,2,0
85614,SCROP85615,1385,0,1,2,5,19.0,19,1,0
85615,SCROP85616,1385,0,1,2,10,14.0,26,1,0
85616,SCROP85617,1385,0,1,2,10,17.0,25,3,0
85617,SCROP85618,1385,0,1,2,10,20.0,19,1,0
85618,SCROP85619,1385,0,1,2,10,23.0,12,1,0
85619,SCROP85620,1385,0,1,2,15,14.0,25,1,0
85620,SCROP85621,1385,0,1,2,15,30.0,8,3,0
85621,SCROP85622,1385,0,1,2,20,12.0,31,1,0
85622,SCROP85623,1385,0,1,2,20,,25,3,0
85623,SCROP85624,1385,0,1,2,20,30.0,11,1,0
85624,SCROP85625,1385,0,1,2,20,33.0,10,2,0
85625,SCROP85626,1385,0,1,2,20,40.0,1,2,0
85626,SCROP85627,1385,0,1,2,25,21.0,18,2,0
85627,SCROP85628,1385,0,1,2,30,,26,1,0
85628,SCROP85629,1385,0,1,2,30,30.0,1,1,0
85629,SCROP85630,1385,0,1,2,40,14.0,22,1,0
85630,SCROP85631,1385,0,1,2,40,40.0,3,1,0
85631,SCROP85632,1385,0,1,2,40,47.0,4,2,0
85632,SCROP85633,1385,0,1,2,55,28.0,13,1,0
85633,SCROP85634,1385,0,1,2,60,40.0,9,2,0
85634,SCROP85635,1385,0,1,2,60,49.0,2,1,0
85635,SCROP85636,1385,0,1,2,70,29.0,13,2,0
85636,SCROP85637,1385,0,1,2,30,35.0,6,2,0
85637,SCROP85638,1478,0,1,2,20,,23,2,0
85638,SCROP85639,1478,0,1,2,40,19.0,24,3,0
85639,SCROP85640,1478,0,1,2,60,40.0,8,2,0
85640,SCROP85641,1478,0,1,2,10,,20,1,0
85641,SCROP85642,1478,0,1,2,10,36.0,8,2,0
85642,SCROP85643,1478,0,1,2,15,20.0,20,1,0
85643,SCROP85644,1478,0,1,2,15,24.0,6,3,0
85644,SCROP85645,1478,0,1,2,15,34.0,9,2,0
85645,SCROP85646,1478,0,1,2,20,6.0,30,2,0
85646,SCROP85647,1478,0,1,2,20,8.0,24,3,0
85647,SCROP85648,1478,0,1,2,20,11.0,28,1,0
85648,SCROP85649,1478,0,1,2,20,16.0,17,1,0
85649,SCROP85650,1478,0,1,2,20,22.0,18,1,0
85650,SCROP85651,1478,0,1,2,20,,12,2,0
85651,SCROP85652,1478,0,1,2,20,31.0,15,1,0
85652,SCROP85653,1478,0,1,2,20,,0,1,0
85653,SCROP85654,1478,0,1,2,20,47.0,1,3,0
85654,SCROP85655,1478,0,1,2,25,29.0,12,3,0
85655,SCROP85656,1478,0,1,2,25,33.0,9,2,0
85656,SCROP85657,1478,0,1,2,30,26.0,20,3,0
85657,SCROP85658,1478,0,1,2,30,27.0,19,1,0
85658,SCROP85659,1478,0,1,2,30,29.0,12,2,0
85659,SCROP85660,1478,0,1,2,30,34.0,10,2,0
85660,SCROP85661,1478,0,1,2,40,13.0,28,2,0
85661,SCROP85662,1478,0,1,2,40,19.0,22,1,0
85662,SCROP85663,1478,0,1,2,40,25.0,21,2,0
85663,SCROP85664,1478,0,1,2,40,27.0,19,1,0
85664,SCROP85665,1478,0,1,2,40,37.0,6,1,0
85665,SCROP85666,1478,0,1,2,45,24.0,22,2,0
85666,SCROP85667,1478,0,1,2,50,26.0,19,1,0
85667,SCROP85668,1478,0,1,2,60,50.0,2,1,0
85668,SCROP85669,1478,0,1,2,80,30.0,12,3,0
85669,SCROP85670,1478,0,1,2,80,30.0,14,2,0
85670,SCROP85671,1478,0,1,2,10,40.0,12,2,0
85671,SCROP85672,1478,0,1,2,15,40.0,5,1,0
85672,SCROP85673,1478,0,1,2,20,26.0,16,3,0
85673,SCROP85674,1478,0,1,2,20,35.0,7,3,0
85674,SCROP85675,1575,0,1,2,5,13.0,26,1,0
85675,SCROP85676,1575,0,1,2,10,29.0,13,1,0
85676,SCROP85677,1575,0,1,2,10,30.0,8,1,0
85677,SCROP85678,1576,0,1,2,10,42.0,3,1,0
85678,SCROP85679,1575,0,1,2,15,10.0,25,2,0
85679,SCROP85680,1575,0,1,2,20,,23,2,0
85680,SCROP85681,1576,0,1,2,20,14.0,9,3,0
85681,SCROP85682,1576,0,1,2,20,24.0,31,2,0
85682,SCROP85683,1575,0,1,2,20,26.0,15,2,0
85683,SCROP85684,1575,0,1,2,20,30.0,6,2,0
85684,SCROP85685,1576,0,1,2,25,20.0,13,2,0
85685,SCROP85686,1576,0,1,2,30,25.0,18,1,0
85686,SCROP85687,1576,0,1,2,40,17.0,32,1,0
85687,SCROP85688,1576,0,1,2,40,19.0,15,2,0
85688,SCROP85689,1575,0,1,2,40,33.0,18,1,0
85689,SCROP85690,1575,0,1,2,40,35.0,8,3,0
85690,SCROP85691,1576,0,1,2,40,43.0,2,2,0
85691,SCROP85692,1575,0,1,2,50,26.0,3,1,0
85692,SCROP85693,1576,0,1,2,60,30.0,9,2,0
85693,SCROP85694,1576,0,1,2,40,24.0,18,2,0
85694,SCROP85695,1576,0,1,2,40,30.0,18,2,0
85695,SCROP85696,1575,0,1,2,30,30.0,14,2,0
85696,SCROP85697,1576,0,1,2,30,34.0,8,2,0
85697,SCROP85698,1576,0,1,2,20,,19,2,0
85698,SCROP85699,1576,0,1,2,25,26.0,16,2,0
85699,SCROP85700,1576,0,1,2,20,30.0,17,2,0
85700,SCROP85701,1576,0,1,2,10,37.0,8,1,0
85701,SCROP85702,1576,0,1,2,60,20.0,28,2,0
85702,SCROP85703,1678,0,1,2,5,22.0,23,3,0
85703,SCROP85704,1678,0,1,2,5,28.0,8,1,0
85704,SCROP85705,1678,0,1,2,5,37.0,7,1,0
85705,SCROP85706,1678,0,1,2,10,42.0,12,1,0
85706,SCROP85707,1678,0,1,2,15,23.0,22,2,0
85707,SCROP85708,1678,0,1,2,20,5.0,34,1,0
85708,SCROP85709,1678,0,1,2,20,20.0,24,2,0
85709,SCROP85710,1678,0,1,2,20,22.0,12,2,0
85710,SCROP85711,1678,0,1,2,20,30.0,16,2,0
85711,SCROP85712,1678,0,1,2,20,35.0,7,2,0
85712,SCROP85713,1678,0,1,2,20,47.0,1,1,0
85713,SCROP85714,1678,0,1,2,30,18.0,24,3,0
85714,SCROP85715,1678,0,1,2,30,29.0,14,2,0
85715,SCROP85716,1678,0,1,2,40,10.0,29,1,0
85716,SCROP85717,1678,0,1,2,40,13.0,25,2,0
85717,SCROP85718,1678,0,1,2,40,15.0,4,2,0
85718,SCROP85719,1678,0,1,2,40,,10,3,0
85719,SCROP85720,1678,0,1,2,40,40.0,9,2,0
85720,SCROP85721,1678,0,1,2,40,47.0,2,3,0
85721,SCROP85722,1678,0,1,2,50,27.0,27,1,0
85722,SCROP85723,1678,0,1,2,60,26.0,21,1,0
85723,SCROP85724,1678,0,1,2,10,28.0,14,3,0
85724,SCROP85725,1678,0,1,2,20,14.0,32,3,0
85725,SCROP85726,1785,0,1,2,10,19.0,20,1,0
85726,SCROP85727,1786,0,1,2,10,23.0,20,2,0
85727,SCROP85728,1785,0,1,2,10,,15,3,0
85728,SCROP85729,1785,0,1,2,10,30.0,19,2,0
85729,SCROP85730,1786,0,1,2,20,,20,2,0
85730,SCROP85731,1785,0,1,2,20,20.0,31,2,0
85731,SCROP85732,1786,0,1,2,20,23.0,29,1,0
85732,SCROP85733,1785,0,1,2,20,40.0,3,3,0
85733,SCROP85734,1786,0,1,2,20,42.0,9,3,0
85734,SCROP85735,1786,0,1,2,25,21.0,28,2,0
85735,SCROP85736,1786,0,1,2,30,30.0,20,1,0
85736,SCROP85737,1786,0,1,2,30,42.0,5,2,0
85737,SCROP85738,1785,0,1,2,40,26.0,20,3,0
85738,SCROP85739,1785,0,1,2,40,40.0,9,2,0
85739,SCROP85740,1786,0,1,2,40,48.0,0,1,0
85740,SCROP85741,1785,0,1,2,45,30.0,18,2,0
85741,SCROP85742,1785,0,1,2,60,,15,3,0
85742,SCROP85743,1785,0,1,2,60,35.0,10,2,0
85743,SCROP85744,1785,0,1,2,80,40.0,4,3,0
85744,SCROP85745,1785,0,1,2,50,27.0,21,3,0
85745,SCROP85746,1785,0,1,2,60,43.0,5,3,0
85746,SCROP85747,1786,0,1,2,40,48.0,5,2,0
85747,SCROP85748,1785,0,1,2,45,45.0,5,2,0
85748,SCROP85749,1898,0,1,2,60,35.0,16,2,0
85749,SCROP85750,1898,0,1,2,5,10.0,4,3,0
85750,SCROP85751,1898,0,1,2,5,15.0,21,1,0
85751,SCROP85752,1898,0,1,2,15,18.0,36,3,0
85752,SCROP85753,1898,0,1,2,15,23.0,18,1,0
85753,SCROP85754,1898,0,1,2,15,29.0,17,2,0
85754,SCROP85755,1898,0,1,2,20,12.0,34,2,0
85755,SCROP85756,1898,0,1,2,20,38.0,8,2,0
85756,SCROP85757,1898,0,1,2,20,39.0,12,2,0
85757,SCROP85758,1898,0,1,2,20,46.0,4,3,0
85758,SCROP85759,1898,0,1,2,25,,14,2,0
85759,SCROP85760,1898,0,1,2,30,15.0,28,3,0
85760,SCROP85761,1898,0,1,2,30,27.0,20,3,0
85761,SCROP85762,1898,0,1,2,30,32.0,26,3,0
85762,SCROP85763,1898,0,1,2,40,26.0,26,2,0
85763,SCROP85764,1898,0,1,2,40,35.0,12,2,0
85764,SCROP85765,1898,0,1,2,40,38.0,8,2,0
85765,SCROP85766,1898,0,1,2,50,,18,2,0
85766,SCROP85767,1898,0,1,2,60,14.0,32,1,0
85767,SCROP85768,1898,0,1,2,60,42.0,9,2,0
85768,SCROP85769,1898,0,1,2,60,50.0,0,1,0
85769,SCROP85770,1898,0,1,2,20,44.0,5,3,0
85770,SCROP85771,1898,0,1,2,60,27.0,14,2,0
85771,SCROP85772,1898,0,1,2,10,22.0,24,1,0
85772,SCROP85773,1898,0,1,2,20,,6,1,0
85773,SCROP85774,1898,0,1,2,30,16.0,34,2,0
85774,SCROP85775,2016,0,1,2,5,20.0,27,2,0
85775,SCROP85776,2015,0,1,2,10,15.0,17,2,0
85776,SCROP85777,2015,0,1,2,10,40.0,2,2,0
85777,SCROP85778,2015,0,1,2,15,12.0,35,2,0
85778,SCROP85779,2015,0,1,2,15,22.0,20,2,0
85779,SCROP85780,2016,0,1,2,20,21.0,32,1,0
85780,SCROP85781,2016,0,1,2,20,28.0,24,2,0
85781,SCROP85782,2016,0,1,2,20,30.0,17,2,0
85782,SCROP85783,2016,0,1,2,20,31.0,15,3,0
85783,SCROP85784,2016,0,1,2,20,43.0,0,2,0
85784,SCROP85785,2016,0,1,2,30,25.0,26,3,0
85785,SCROP85786,2016,0,1,2,30,38.0,14,2,0
85786,SCROP85787,2015,0,1,2,30,40.0,13,1,0
85787,SCROP85788,2016,0,1,2,35,20.0,30,2,0
85788,SCROP85789,2016,0,1,2,35,35.0,5,3,0
85789,SCROP85790,2015,0,1,2,35,46.0,7,2,0
85790,SCROP85791,2016,0,1,2,40,18.0,31,2,0
85791,SCROP85792,2016,0,1,2,45,43.0,6,1,0
85792,SCROP85793,2015,0,1,2,60,36.0,12,2,0
85793,SCROP85794,2016,0,1,2,40,26.0,19,2,0
85794,SCROP85795,2016,0,1,2,80,,24,3,0
85795,SCROP85796,2016,0,1,2,85,41.0,6,3,0
85796,SCROP85797,2138,0,1,2,5,14.0,35,2,0
85797,SCROP85798,2139,0,1,2,5,17.0,30,2,0
85798,SCROP85799,2139,0,1,2,5,20.0,23,1,0
85799,SCROP85800,2139,0,1,2,5,30.0,18,3,0
85800,SCROP85801,2138,0,1,2,10,14.0,33,1,2
85801,SCROP85802,2138,0,1,2,10,22.0,16,2,0
85802,SCROP85803,2139,0,1,2,10,30.0,8,2,0
85803,SCROP85804,2138,0,1,2,20,27.0,24,2,0
85804,SCROP85805,2139,0,1,2,20,34.0,11,3,0
85805,SCROP85806,2138,0,1,2,20,52.0,0,2,0
85806,SCROP85807,2138,0,1,2,25,14.0,24,1,0
85807,SCROP85808,2139,0,1,2,40,20.0,28,2,0
85808,SCROP85809,2138,0,1,2,40,,5,1,0
85809,SCROP85810,2138,0,1,2,40,42.0,13,2,0
85810,SCROP85811,2139,0,1,2,40,49.0,3,1,0
85811,SCROP85812,2139,0,1,2,10,20.0,10,1,0
85812,SCROP85813,2139,0,1,2,20,32.0,16,2,0
85813,SCROP85814,2139,0,1,2,40,,4,3,0
85814,SCROP85815,2138,0,1,2,60,25.0,23,3,0
85815,SCROP85816,2138,0,1,2,80,56.0,2,2,0
85816,SCROP85817,2267,0,1,2,5,10.0,19,2,0
85817,SCROP85818,2267,0,1,2,5,10.0,39,1,0
85818,SCROP85819,2267,0,1,2,10,23.0,24,2,0
85819,SCROP85820,2267,0,1,2,10,24.0,27,2,0
85820,SCROP85821,2267,0,1,2,10,30.0,19,2,0
85821,SCROP85822,2267,0,1,2,10,43.0,9,1,0
85822,SCROP85823,2267,0,1,2,15,35.0,17,2,0
85823,SCROP85824,2267,0,1,2,20,33.0,1,1,0
85824,SCROP85825,2267,0,1,2,20,49.0,4,2,0
85825,SCROP85826,2267,0,1,2,30,30.0,12,3,0
85826,SCROP85827,2267,0,1,2,80,43.0,6,2,0
85827,SCROP85828,2267,0,1,2,20,27.0,24,2,0
85828,SCROP85829,2267,0,1,2,25,48.0,3,1,0
85829,SCROP85830,2267,0,1,2,20,30.0,24,3,0
85830,SCROP85831,2401,0,1,2,5,14.0,35,2,0
85831,SCROP85832,2401,0,1,2,10,35.0,20,2,0
85832,SCROP85833,2401,0,1,2,15,44.0,5,1,0
85833,SCROP85834,2402,0,1,2,20,13.0,36,2,0
85834,SCROP85835,2402,0,1,2,20,38.0,20,2,0
85835,SCROP85836,2401,0,1,2,20,40.0,3,1,0
85836,SCROP85837,2402,0,1,2,20,48.0,4,1,0
85837,SCROP85838,2402,0,1,2,25,30.0,15,2,0
85838,SCROP85839,2402,0,1,2,40,20.0,32,1,0
85839,SCROP85840,2401,0,1,2,40,24.0,30,2,0
85840,SCROP85841,2402,0,1,2,20,,29,2,0
85841,SCROP85842,2402,0,1,2,20,30.0,22,2,0
85842,SCROP85843,2402,0,1,2,40,26.0,16,2,0
85843,SCROP85844,2401,0,1,2,40,38.0,12,1,0
85844,SCROP85845,2401,0,1,2,20,33.0,21,2,0
85845,SCROP85846,2402,0,1,2,35,16.0,35,1,0
85846,SCROP85847,2542,0,1,2,10,10.0,39,2,0
85847,SCROP85848,2541,0,1,2,10,37.0,16,3,0
85848,SCROP85849,2542,0,1,2,10,40.0,13,3,0
85849,SCROP85850,2541,0,1,2,15,25.0,21,1,0
85850,SCROP85851,2542,0,1,2,20,39.0,12,3,0
85851,SCROP85852,2541,0,1,2,20,40.0,10,2,0
85852,SCROP85853,2541,0,1,2,25,33.0,20,3,0
85853,SCROP85854,2541,0,1,2,40,48.0,7,2,0
85854,SCROP85855,2542,0,1,2,60,38.0,21,2,0
85855,SCROP85856,2541,0,1,2,20,27.0,22,3,0
85856,SCROP85857,2541,0,1,2,20,15.0,16,2,0
85857,SCROP85858,2541,0,1,2,30,30.0,21,2,0
85858,SCROP85859,2688,0,1,2,10,22.0,32,2,0
85859,SCROP85860,2688,0,1,2,5,16.0,16,3,0
85860,SCROP85861,2688,0,1,2,10,19.0,32,1,0
85861,SCROP85862,2688,0,1,2,15,30.0,22,2,0
85862,SCROP85863,2688,0,1,2,20,25.0,15,2,0
85863,SCROP85864,2688,0,1,2,20,40.0,1,2,0
85864,SCROP85865,2688,0,1,2,20,41.0,14,1,0
85865,SCROP85866,2688,0,1,2,30,23.0,27,1,0
85866,SCROP85867,2688,0,1,2,40,35.0,3,1,0
85867,SCROP85868,2688,0,1,2,45,,12,1,0
85868,SCROP85869,2688,0,1,2,50,34.0,17,1,0
85869,SCROP85870,2688,0,1,2,10,21.0,22,1,0
85870,SCROP85871,2688,0,1,2,20,54.0,1,1,0
85871,SCROP85872,2688,0,1,2,10,25.0,26,3,0
85872,SCROP85873,2688,0,1,2,60,54.0,7,1,0
85873,SCROP85874,2840,0,1,2,10,5.0,38,1,0
85874,SCROP85875,2840,0,1,2,10,40.0,11,3,0
85875,SCROP85876,2840,0,1,2,20,20.0,43,2,0
85876,SCROP85877,2840,0,1,2,20,23.0,38,3,0
85877,SCROP85878,2840,0,1,2,20,30.0,3,3,0
85878,SCROP85879,2840,0,1,2,20,30.0,27,1,0
85879,SCROP85880,2840,0,1,2,20,31.0,18,2,0
85880,SCROP85881,2840,0,1,2,20,40.0,18,1,0
85881,SCROP85882,2840,0,1,2,25,32.0,21,2,0
85882,SCROP85883,2840,0,1,2,25,43.0,15,2,0
85883,SCROP85884,2840,0,1,2,30,20.0,36,3,0
85884,SCROP85885,2840,0,1,2,35,30.0,11,3,0
85885,SCROP85886,2840,0,1,2,35,35.0,20,2,0
85886,SCROP85887,2840,0,1,2,40,41.0,23,3,0
85887,SCROP85888,2840,0,1,2,40,50.0,3,2,0
85888,SCROP85889,2840,0,1,2,60,26.0,29,1,0
85889,SCROP85890,2840,0,1,2,20,,14,3,0
85890,SCROP85891,2840,0,1,2,20,19.0,38,1,0
85891,SCROP85892,2840,0,1,2,5,35.0,13,2,0
85892,SCROP85893,2999,0,1,2,5,44.0,14,2,0
85893,SCROP85894,2999,0,1,2,10,42.0,21,1,0
85894,SCROP85895,2999,0,1,2,10,,2,3,0
85895,SCROP85896,2999,0,1,2,10,50.0,8,1,0
85896,SCROP85897,2999,0,1,2,30,15.0,34,2,0
85897,SCROP85898,2999,0,1,2,30,20.0,34,2,0
85898,SCROP85899,2999,0,1,2,30,52.0,4,2,0
85899,SCROP85900,2999,0,1,2,40,29.0,24,2,0
85900,SCROP85901,2999,0,1,2,40,35.0,14,1,0
85901,SCROP85902,2999,0,1,2,40,38.0,24,3,0
85902,SCROP85903,2999,0,1,2,50,25.0,27,1,0
85903,SCROP85904,2999,0,1,2,20,58.0,1,2,0
85904,SCROP85905,2999,0,1,2,10,32.0,25,2,0
85905,SCROP85906,3164,0,1,2,20,23.0,33,1,0
85906,SCROP85907,3164,0,1,2,20,39.0,12,3,0
85907,SCROP85908,3164,0,1,2,25,31.0,23,2,0
85908,SCROP85909,3165,0,1,2,30,35.0,15,1,0
85909,SCROP85910,3164,0,1,2,30,50.0,7,2,0
85910,SCROP85911,3164,0,1,2,40,32.0,25,2,0
85911,SCROP85912,3165,0,1,2,40,50.0,15,3,0
85912,SCROP85913,3164,0,1,2,50,33.0,17,3,0
85913,SCROP85914,3164,0,1,2,20,,20,1,0
85914,SCROP85915,3164,0,1,2,20,49.0,10,1,0
85915,SCROP85916,3164,0,1,2,20,40.0,15,1,0
85916,SCROP85917,3337,0,1,2,15,20.0,35,2,0
85917,SCROP85918,3337,0,1,2,15,,9,3,0
