,Identificador_Agricultor,Estimativa_de_Insetos,Tipo_de_Cultivo,Tipo_de_Solo,Categoria_Pesticida,Doses_Semana,Semanas_Utilizando,Semanas_Sem_Uso,Temporada
84710,SCROP84711,1132,0,0,2,15,,26,1
84711,SCROP84712,1132,0,0,2,20,14.0,21,2
84712,SCROP84713,1132,0,0,2,20,15.0,28,1
84713,SCROP84714,1132,0,0,2,20,26.0,10,2
84714,SCROP84715,1132,0,0,2,30,20.0,18,2
84715,SCROP84716,1132,0,0,2,30,36.0,5,2
84716,SCROP84717,1132,0,0,2,40,11.0,2,1
84717,SCROP84718,1132,0,0,2,40,11.0,21,3
84718,SCROP84719,1132,0,0,2,40,15.0,23,2
84719,SCROP84720,1132,0,0,2,40,30.0,15,2
84720,SCROP84721,1132,0,0,2,40,34.0,10,2
84721,SCROP84722,1132,0,0,2,40,40.0,0,1
84722,SCROP84723,1132,0,0,2,60,29.0,10,2
84723,SCROP84724,1132,0,0,2,20,30.0,8,2
84724,SCROP84725,1132,0,0,2,20,17.0,25,3
84725,SCROP84726,1212,0,0,2,5,31.0,18,1
84726,SCROP84727,1212,0,0,2,10,18.0,20,3
84727,SCROP84728,1212,0,0,2,10,,15,1
84728,SCROP84729,1212,0,0,2,10,30.0,19,2
84729,SCROP84730,1212,0,0,2,10,38.0,3,1
84730,SCROP84731,1212,0,0,2,20,13.0,20,3
84731,SCROP84732,1212,0,0,2,20,20.0,10,2
84732,SCROP84733,1212,0,0,2,20,,3,2
84733,SCROP84734,1212,0,0,2,20,23.0,9,2
84734,SCROP84735,1212,0,0,2,20,,13,2
84735,SCROP84736,1212,0,0,2,20,35.0,1,2
84736,SCROP84737,1212,0,0,2,20,,1,2
84737,SCROP84738,1212,0,0,2,25,25.0,16,1
84738,SCROP84739,1212,0,0,2,30,32.0,15,3
84739,SCROP84740,1212,0,0,2,40,39.0,10,2
84740,SCROP84741,1212,0,0,2,40,42.0,1,2
84741,SCROP84742,1212,0,0,2,50,17.0,19,2
84742,SCROP84743,1212,0,0,2,50,36.0,6,1
84743,SCROP84744,1212,0,0,2,60,,15,1
84744,SCROP84745,1212,0,0,2,60,36.0,5,3
84745,SCROP84746,1212,0,0,2,65,33.0,5,3
84746,SCROP84747,1296,0,0,2,5,38.0,5,2
84747,SCROP84748,1296,0,0,2,5,,26,2
84748,SCROP84749,1297,0,0,2,5,15.0,28,1
84749,SCROP84750,1296,0,0,2,10,,19,2
84750,SCROP84751,1297,0,0,2,15,8.0,30,2
84751,SCROP84752,1296,0,0,2,15,37.0,10,2
84752,SCROP84753,1297,0,0,2,20,9.0,30,2
84753,SCROP84754,1296,0,0,2,20,12.0,28,2
84754,SCROP84755,1296,0,0,2,20,21.0,24,3
84755,SCROP84756,1297,0,0,2,20,,12,2
84756,SCROP84757,1296,0,0,2,20,34.0,9,3
84757,SCROP84758,1297,0,0,2,20,,11,3
84758,SCROP84759,1297,0,0,2,20,36.0,9,2
84759,SCROP84760,1296,0,0,2,20,37.0,4,2
84760,SCROP84761,1296,0,0,2,20,42.0,10,3
84761,SCROP84762,1296,0,0,2,25,35.0,5,3
84762,SCROP84763,1296,0,0,2,30,27.0,14,3
84763,SCROP84764,1296,0,0,2,30,30.0,13,1
84764,SCROP84765,1297,0,0,2,30,35.0,10,3
84765,SCROP84766,1297,0,0,2,40,12.0,28,2
84766,SCROP84767,1297,0,0,2,40,20.0,14,2
84767,SCROP84768,1296,0,0,2,40,30.0,12,2
84768,SCROP84769,1297,0,0,2,40,,9,2
84769,SCROP84770,1297,0,0,2,40,34.0,14,1
84770,SCROP84771,1297,0,0,2,40,35.0,5,1
84771,SCROP84772,1296,0,0,2,40,36.0,10,3
84772,SCROP84773,1296,0,0,2,40,37.0,8,2
84773,SCROP84774,1296,0,0,2,50,19.0,15,2
84774,SCROP84775,1296,0,0,2,50,30.0,13,1
84775,SCROP84776,1297,0,0,2,50,28.0,7,2
84776,SCROP84777,1385,0,0,2,5,28.0,16,2
84777,SCROP84778,1385,0,0,2,10,16.0,23,2
84778,SCROP84779,1385,0,0,2,10,19.0,26,1
84779,SCROP84780,1385,0,0,2,15,,28,3
84780,SCROP84781,1385,0,0,2,15,25.0,15,1
84781,SCROP84782,1385,0,0,2,15,27.0,21,3
84782,SCROP84783,1385,0,0,2,20,20.0,27,2
84783,SCROP84784,1385,0,0,2,20,,19,1
84784,SCROP84785,1385,0,0,2,20,27.0,19,2
84785,SCROP84786,1385,0,0,2,20,31.0,10,1
84786,SCROP84787,1385,0,0,2,20,40.0,11,2
84787,SCROP84788,1385,0,0,2,20,,2,3
84788,SCROP84789,1385,0,0,2,25,30.0,13,3
84789,SCROP84790,1385,0,0,2,30,38.0,5,2
84790,SCROP84791,1385,0,0,2,30,42.0,3,2
84791,SCROP84792,1385,0,0,2,30,45.0,0,2
84792,SCROP84793,1385,0,0,2,40,17.0,25,2
84793,SCROP84794,1385,0,0,2,40,,16,2
84794,SCROP84795,1385,0,0,2,40,33.0,4,2
84795,SCROP84796,1385,0,0,2,50,20.0,26,3
84796,SCROP84797,1385,0,0,2,50,31.0,5,2
84797,SCROP84798,1385,0,0,2,60,27.0,17,2
84798,SCROP84799,1385,0,0,2,85,45.0,3,2
84799,SCROP84800,1385,0,0,2,20,26.0,15,2
84800,SCROP84801,1385,0,0,2,30,25.0,16,3
84801,SCROP84802,1478,0,0,2,30,24.0,20,3
84802,SCROP84803,1478,0,0,2,5,,11,1
84803,SCROP84804,1478,0,0,2,10,,12,1
84804,SCROP84805,1478,0,0,2,10,32.0,9,2
84805,SCROP84806,1478,0,0,2,15,12.0,2,3
84806,SCROP84807,1478,0,0,2,15,25.0,17,1
84807,SCROP84808,1478,0,0,2,15,26.0,13,1
84808,SCROP84809,1478,0,0,2,20,9.0,32,2
84809,SCROP84810,1478,0,0,2,20,14.0,30,2
84810,SCROP84811,1478,0,0,2,20,18.0,0,1
84811,SCROP84812,1478,0,0,2,20,23.0,18,2
84812,SCROP84813,1478,0,0,2,20,40.0,12,3
84813,SCROP84814,1478,0,0,2,25,11.0,23,2
84814,SCROP84815,1478,0,0,2,25,36.0,10,2
84815,SCROP84816,1478,0,0,2,30,10.0,26,2
84816,SCROP84817,1478,0,0,2,30,22.0,22,3
84817,SCROP84818,1478,0,0,2,30,25.0,22,1
84818,SCROP84819,1478,0,0,2,30,29.0,17,2
84819,SCROP84820,1478,0,0,2,30,34.0,14,2
84820,SCROP84821,1478,0,0,2,40,19.0,31,3
84821,SCROP84822,1478,0,0,2,40,28.0,21,1
84822,SCROP84823,1478,0,0,2,40,30.0,6,1
84823,SCROP84824,1478,0,0,2,50,40.0,1,3
84824,SCROP84825,1478,0,0,2,60,38.0,10,1
84825,SCROP84826,1478,0,0,2,60,,12,2
84826,SCROP84827,1478,0,0,2,60,40.0,13,2
84827,SCROP84828,1478,0,0,2,60,47.0,5,3
84828,SCROP84829,1478,0,0,2,20,31.0,16,2
84829,SCROP84830,1478,0,0,2,10,10.0,15,2
84830,SCROP84831,1478,0,0,2,15,31.0,10,1
84831,SCROP84832,1478,0,0,2,20,23.0,22,1
84832,SCROP84833,1576,0,0,2,5,40.0,3,2
84833,SCROP84834,1576,0,0,2,5,45.0,0,2
84834,SCROP84835,1576,0,0,2,15,22.0,21,3
84835,SCROP84836,1576,0,0,2,15,36.0,11,2
84836,SCROP84837,1576,0,0,2,15,37.0,12,2
84837,SCROP84838,1576,0,0,2,20,12.0,27,3
84838,SCROP84839,1576,0,0,2,20,20.0,23,2
84839,SCROP84840,1576,0,0,2,20,26.0,21,3
84840,SCROP84841,1576,0,0,2,20,41.0,4,3
84841,SCROP84842,1576,0,0,2,20,42.0,0,1
84842,SCROP84843,1576,0,0,2,20,,0,2
84843,SCROP84844,1576,0,0,2,20,46.0,1,2
84844,SCROP84845,1575,0,0,2,25,20.0,23,3
84845,SCROP84846,1576,0,0,2,25,22.0,18,1
84846,SCROP84847,1575,0,0,2,30,,31,2
84847,SCROP84848,1575,0,0,2,30,26.0,15,2
84848,SCROP84849,1575,0,0,2,30,43.0,6,2
84849,SCROP84850,1576,0,0,2,30,44.0,4,1
84850,SCROP84851,1575,0,0,2,50,40.0,8,2
84851,SCROP84852,1576,0,0,2,60,,0,2
84852,SCROP84853,1575,0,0,2,40,21.0,25,1
84853,SCROP84854,1576,0,0,2,20,28.0,13,3
84854,SCROP84855,1576,0,0,2,25,46.0,1,2
84855,SCROP84856,1678,0,0,2,5,17.0,30,3
84856,SCROP84857,1678,0,0,2,15,17.0,30,2
84857,SCROP84858,1678,0,0,2,15,30.0,14,2
84858,SCROP84859,1678,0,0,2,15,35.0,12,1
84859,SCROP84860,1678,0,0,2,15,39.0,5,2
84860,SCROP84861,1678,0,0,2,20,18.0,32,2
84861,SCROP84862,1678,0,0,2,20,,28,2
84862,SCROP84863,1678,0,0,2,20,30.0,7,3
84863,SCROP84864,1678,0,0,2,20,33.0,16,1
84864,SCROP84865,1678,0,0,2,20,39.0,14,3
84865,SCROP84866,1678,0,0,2,20,,7,3
84866,SCROP84867,1678,0,0,2,20,48.0,0,2
84867,SCROP84868,1678,0,0,2,25,16.0,32,1
84868,SCROP84869,1678,0,0,2,30,38.0,4,1
84869,SCROP84870,1678,0,0,2,40,21.0,1,3
84870,SCROP84871,1678,0,0,2,40,22.0,21,1
84871,SCROP84872,1678,0,0,2,50,46.0,1,2
84872,SCROP84873,1678,0,0,2,60,46.0,4,2
84873,SCROP84874,1678,0,0,2,30,29.0,19,1
84874,SCROP84875,1678,0,0,2,40,40.0,5,2
84875,SCROP84876,1786,0,0,2,15,18.0,30,1
84876,SCROP84877,1786,0,0,2,15,28.0,17,2
84877,SCROP84878,1786,0,0,2,20,10.0,20,2
84878,SCROP84879,1786,0,0,2,20,20.0,28,2
84879,SCROP84880,1786,0,0,2,20,29.0,20,2
84880,SCROP84881,1785,0,0,2,25,28.0,18,1
84881,SCROP84882,1786,0,0,2,30,46.0,7,2
84882,SCROP84883,1786,0,0,2,30,,2,2
84883,SCROP84884,1785,0,0,2,40,13.0,10,2
84884,SCROP84885,1785,0,0,2,40,30.0,15,2
84885,SCROP84886,1785,0,0,2,40,36.0,10,2
84886,SCROP84887,1785,0,0,2,40,43.0,8,3
84887,SCROP84888,1785,0,0,2,60,31.0,16,3
84888,SCROP84889,1786,0,0,2,60,39.0,10,1
84889,SCROP84890,1785,0,0,2,60,49.0,0,2
84890,SCROP84891,1786,0,0,2,40,21.0,27,2
84891,SCROP84892,1785,0,0,2,40,50.0,3,2
84892,SCROP84893,1898,0,0,2,5,12.0,36,1
84893,SCROP84894,1898,0,0,2,5,14.0,33,3
84894,SCROP84895,1898,0,0,2,10,20.0,21,2
84895,SCROP84896,1898,0,0,2,10,,1,2
84896,SCROP84897,1898,0,0,2,15,30.0,16,3
84897,SCROP84898,1898,0,0,2,15,31.0,18,2
84898,SCROP84899,1898,0,0,2,20,19.0,30,1
84899,SCROP84900,1898,0,0,2,20,,31,1
84900,SCROP84901,1898,0,0,2,20,28.0,10,1
84901,SCROP84902,1898,0,0,2,20,42.0,0,1
84902,SCROP84903,1898,0,0,2,20,52.0,6,2
84903,SCROP84904,1898,0,0,2,25,30.0,18,1
84904,SCROP84905,1898,0,0,2,30,16.0,17,1
84905,SCROP84906,1898,0,0,2,30,17.0,33,3
84906,SCROP84907,1898,0,0,2,30,34.0,17,1
84907,SCROP84908,1898,0,0,2,30,48.0,2,3
84908,SCROP84909,1898,0,0,2,40,38.0,10,3
84909,SCROP84910,1898,0,0,2,50,,16,3
84910,SCROP84911,1898,0,0,2,50,45.0,8,2
84911,SCROP84912,1898,0,0,2,20,43.0,4,1
84912,SCROP84913,1898,0,0,2,10,39.0,11,2
84913,SCROP84914,1898,0,0,2,40,,23,2
84914,SCROP84915,1898,0,0,2,20,41.0,5,2
84915,SCROP84916,1898,0,0,2,30,,16,2
84916,SCROP84917,1898,0,0,2,40,40.0,10,3
84917,SCROP84918,2015,0,0,2,10,14.0,37,2
84918,SCROP84919,2015,0,0,2,15,11.0,37,3
84919,SCROP84920,2015,0,0,2,15,40.0,11,3
84920,SCROP84921,2015,0,0,2,15,43.0,10,2
84921,SCROP84922,2015,0,0,2,15,49.0,6,1
84922,SCROP84923,2016,0,0,2,20,,35,2
84923,SCROP84924,2016,0,0,2,20,21.0,30,3
84924,SCROP84925,2015,0,0,2,20,22.0,25,2
84925,SCROP84926,2016,0,0,2,20,39.0,13,2
84926,SCROP84927,2015,0,0,2,25,25.0,12,3
84927,SCROP84928,2016,0,0,2,25,32.0,7,2
84928,SCROP84929,2016,0,0,2,25,32.0,11,2
84929,SCROP84930,2015,0,0,2,25,53.0,0,1
84930,SCROP84931,2016,0,0,2,30,30.0,20,2
84931,SCROP84932,2016,0,0,2,30,31.0,22,2
84932,SCROP84933,2015,0,0,2,30,36.0,10,1
84933,SCROP84934,2015,0,0,2,30,48.0,3,2
84934,SCROP84935,2015,0,0,2,40,,27,1
84935,SCROP84936,2016,0,0,2,40,30.0,14,2
84936,SCROP84937,2016,0,0,2,40,30.0,22,2
84937,SCROP84938,2015,0,0,2,10,42.0,8,3
84938,SCROP84939,2015,0,0,2,20,40.0,2,3
84939,SCROP84940,2139,0,0,2,40,46.0,5,1
84940,SCROP84941,2138,0,0,2,10,25.0,23,2
84941,SCROP84942,2138,0,0,2,15,31.0,19,2
84942,SCROP84943,2139,0,0,2,20,14.0,36,1
84943,SCROP84944,2138,0,0,2,20,20.0,28,2
84944,SCROP84945,2138,0,0,2,20,33.0,20,3
84945,SCROP84946,2139,0,0,2,20,36.0,16,1
84946,SCROP84947,2138,0,0,2,20,42.0,4,2
84947,SCROP84948,2138,0,0,2,20,46.0,8,2
84948,SCROP84949,2138,0,0,2,20,48.0,5,2
84949,SCROP84950,2138,0,0,2,25,34.0,10,2
84950,SCROP84951,2139,0,0,2,30,43.0,0,2
84951,SCROP84952,2139,0,0,2,30,,0,1
84952,SCROP84953,2139,0,0,2,35,30.0,22,2
84953,SCROP84954,2138,0,0,2,40,,26,2
84954,SCROP84955,2139,0,0,2,40,32.0,22,2
84955,SCROP84956,2139,0,0,2,40,33.0,17,1
84956,SCROP84957,2139,0,0,2,40,34.0,15,1
84957,SCROP84958,2138,0,0,2,40,38.0,9,1
84958,SCROP84959,2139,0,0,2,50,49.0,3,1
84959,SCROP84960,2138,0,0,2,60,46.0,10,2
84960,SCROP84961,2138,0,0,2,20,14.0,34,2
84961,SCROP84962,2139,0,0,2,50,,18,2
84962,SCROP84963,2139,0,0,2,10,20.0,28,1
84963,SCROP84964,2138,0,0,2,40,40.0,14,1
84964,SCROP84965,2267,0,0,2,10,,28,2
84965,SCROP84966,2267,0,0,2,10,25.0,24,1
84966,SCROP84967,2267,0,0,2,10,29.0,26,3
84967,SCROP84968,2267,0,0,2,15,15.0,29,2
84968,SCROP84969,2267,0,0,2,15,48.0,9,3
84969,SCROP84970,2267,0,0,2,20,23.0,16,2
84970,SCROP84971,2267,0,0,2,20,28.0,24,2
84971,SCROP84972,2267,0,0,2,20,,0,2
84972,SCROP84973,2267,0,0,2,20,38.0,10,2
84973,SCROP84974,2267,0,0,2,20,41.0,13,3
84974,SCROP84975,2267,0,0,2,20,52.0,3,1
84975,SCROP84976,2267,0,0,2,30,35.0,15,3
84976,SCROP84977,2267,0,0,2,35,23.0,29,3
84977,SCROP84978,2267,0,0,2,40,19.0,36,2
84978,SCROP84979,2267,0,0,2,40,34.0,19,2
84979,SCROP84980,2267,0,0,2,40,44.0,8,1
84980,SCROP84981,2267,0,0,2,40,55.0,4,3
84981,SCROP84982,2267,0,0,2,40,27.0,23,2
84982,SCROP84983,2267,0,0,2,20,47.0,6,2
84983,SCROP84984,2267,0,0,2,20,48.0,6,3
84984,SCROP84985,2267,0,0,2,40,27.0,17,2
84985,SCROP84986,2267,0,0,2,20,29.0,22,1
84986,SCROP84987,2267,0,0,2,30,41.0,14,1
84987,SCROP84988,2401,0,0,2,40,33.0,20,1
84988,SCROP84989,2401,0,0,2,5,11.0,33,1
84989,SCROP84990,2401,0,0,2,10,15.0,40,1
84990,SCROP84991,2402,0,0,2,10,30.0,30,2
84991,SCROP84992,2401,0,0,2,15,5.0,35,2
84992,SCROP84993,2401,0,0,2,20,21.0,32,2
84993,SCROP84994,2401,0,0,2,20,25.0,28,2
84994,SCROP84995,2402,0,0,2,20,38.0,15,2
84995,SCROP84996,2402,0,0,2,20,40.0,10,2
84996,SCROP84997,2401,0,0,2,20,55.0,0,2
84997,SCROP84998,2401,0,0,2,30,23.0,30,2
84998,SCROP84999,2402,0,0,2,30,37.0,13,1
84999,SCROP85000,2402,0,0,2,40,22.0,28,1
85000,SCROP85001,2401,0,0,2,40,26.0,23,1
85001,SCROP85002,2402,0,0,2,40,35.0,5,2
85002,SCROP85003,2401,0,0,2,40,48.0,6,3
85003,SCROP85004,2401,0,0,2,40,50.0,1,3
85004,SCROP85005,2401,0,0,2,50,30.0,22,1
85005,SCROP85006,2402,0,0,2,60,43.0,17,2
85006,SCROP85007,2401,0,0,2,60,51.0,1,3
85007,SCROP85008,2402,0,0,2,80,27.0,30,2
85008,SCROP85009,2402,0,0,2,20,42.0,14,2
85009,SCROP85010,2402,0,0,2,20,39.0,15,3
85010,SCROP85011,2401,0,0,2,20,,14,2
85011,SCROP85012,2401,0,0,2,20,49.0,5,1
85012,SCROP85013,2401,0,0,2,20,,8,2
85013,SCROP85014,2402,0,0,2,20,45.0,7,2
85014,SCROP85015,2541,0,0,2,20,48.0,7,3
85015,SCROP85016,2542,0,0,2,5,50.0,3,2
85016,SCROP85017,2541,0,0,2,20,23.0,13,2
85017,SCROP85018,2541,0,0,2,20,,14,1
85018,SCROP85019,2542,0,0,2,20,37.0,13,2
85019,SCROP85020,2542,0,0,2,20,38.0,15,3
85020,SCROP85021,2542,0,0,2,40,24.0,24,2
85021,SCROP85022,2542,0,0,2,20,17.0,39,1
85022,SCROP85023,2541,0,0,2,20,18.0,29,3
85023,SCROP85024,2542,0,0,2,15,22.0,31,1
85024,SCROP85025,2541,0,0,2,40,40.0,15,3
85025,SCROP85026,2541,0,0,2,50,27.0,22,3
85026,SCROP85027,2542,0,0,2,20,48.0,15,1
85027,SCROP85028,2541,0,0,2,40,,3,2
85028,SCROP85029,2687,0,0,2,30,45.0,12,2
85029,SCROP85030,2688,0,0,2,10,22.0,25,1
85030,SCROP85031,2688,0,0,2,10,32.0,15,2
85031,SCROP85032,2688,0,0,2,10,35.0,12,2
85032,SCROP85033,2687,0,0,2,20,5.0,39,2
85033,SCROP85034,2687,0,0,2,20,25.0,27,2
85034,SCROP85035,2688,0,0,2,20,37.0,15,1
85035,SCROP85036,2688,0,0,2,20,50.0,4,2
85036,SCROP85037,2687,0,0,2,25,30.0,19,3
85037,SCROP85038,2688,0,0,2,25,37.0,17,3
85038,SCROP85039,2688,0,0,2,30,50.0,12,3
85039,SCROP85040,2688,0,0,2,40,17.0,37,2
85040,SCROP85041,2688,0,0,2,40,,23,1
85041,SCROP85042,2688,0,0,2,40,37.0,17,2
85042,SCROP85043,2688,0,0,2,15,35.0,11,2
85043,SCROP85044,2688,0,0,2,15,31.0,20,1
85044,SCROP85045,2688,0,0,2,20,44.0,3,2
85045,SCROP85046,2688,0,0,2,35,37.0,10,1
85046,SCROP85047,2688,0,0,2,55,50.0,4,2
85047,SCROP85048,2840,0,0,2,5,35.0,23,2
85048,SCROP85049,2840,0,0,2,10,,40,3
85049,SCROP85050,2840,0,0,2,10,,11,2
85050,SCROP85051,2840,0,0,2,10,,12,2
85051,SCROP85052,2840,0,0,2,20,,38,1
85052,SCROP85053,2840,0,0,2,20,25.0,29,3
85053,SCROP85054,2840,0,0,2,20,27.0,31,2
85054,SCROP85055,2840,0,0,2,20,50.0,4,1
85055,SCROP85056,2840,0,0,2,30,55.0,2,2
85056,SCROP85057,2840,0,0,2,40,41.0,9,3
85057,SCROP85058,2840,0,0,2,50,43.0,11,2
85058,SCROP85059,2840,0,0,2,60,40.0,19,1
85059,SCROP85060,2840,0,0,2,20,,33,2
85060,SCROP85061,2840,0,0,2,20,40.0,8,1
85061,SCROP85062,2840,0,0,2,40,25.0,24,2
85062,SCROP85063,2840,0,0,2,20,11.0,32,1
85063,SCROP85064,2999,0,0,2,5,32.0,10,1
85064,SCROP85065,2999,0,0,2,10,30.0,19,1
85065,SCROP85066,2999,0,0,2,10,48.0,4,2
85066,SCROP85067,2999,0,0,2,15,14.0,40,1
85067,SCROP85068,2999,0,0,2,20,15.0,31,2
85068,SCROP85069,2999,0,0,2,20,53.0,1,1
85069,SCROP85070,2999,0,0,2,20,55.0,7,1
85070,SCROP85071,2999,0,0,2,60,27.0,31,1
85071,SCROP85072,2999,0,0,2,40,30.0,25,3
85072,SCROP85073,2999,0,0,2,20,53.0,1,1
85073,SCROP85074,2999,0,0,2,10,42.0,14,1
85074,SCROP85075,3164,0,0,2,10,27.0,30,2
85075,SCROP85076,3165,0,0,2,10,47.0,10,1
85076,SCROP85077,3164,0,0,2,15,21.0,4,2
85077,SCROP85078,3164,0,0,2,15,40.0,12,1
85078,SCROP85079,3165,0,0,2,20,20.0,30,2
85079,SCROP85080,3164,0,0,2,20,40.0,6,2
85080,SCROP85081,3164,0,0,2,25,60.0,6,2
85081,SCROP85082,3165,0,0,2,40,40.0,15,2
85082,SCROP85083,3164,0,0,2,10,25.0,28,1
85083,SCROP85084,3164,0,0,2,10,55.0,10,2
85084,SCROP85085,3164,0,0,2,20,45.0,10,3
85085,SCROP85086,3337,0,0,2,15,52.0,3,1
85086,SCROP85087,3336,0,0,2,20,13.0,38,2
85087,SCROP85088,3336,0,0,2,20,38.0,21,3
85088,SCROP85089,3337,0,0,2,20,40.0,19,2
85089,SCROP85090,3337,0,0,2,20,40.0,20,3
85090,SCROP85091,3336,0,0,2,20,42.0,14,2
85091,SCROP85092,3337,0,0,2,25,18.0,43,2
85092,SCROP85093,3337,0,0,2,40,58.0,4,2
85093,SCROP85094,3336,0,0,2,40,63.0,3,2
85094,SCROP85095,3337,0,0,2,60,40.0,20,2
85095,SCROP85096,3337,0,0,2,20,49.0,6,2
85096,SCROP85097,3515,0,0,2,5,5.0,42,1
85097,SCROP85098,3516,0,0,2,10,7.0,39,2
85098,SCROP85099,3516,0,0,2,15,30.0,27,2
85099,SCROP85100,3516,0,0,2,15,,17,2
85100,SCROP85101,3516,0,0,2,20,40.0,9,2
85101,SCROP85102,3702,0,0,2,40,38.0,19,1
85102,SCROP85103,3702,0,0,2,10,44.0,18,3
85103,SCROP85104,3702,0,0,2,15,30.0,28,2
85104,SCROP85105,3702,0,0,2,20,27.0,16,2
85105,SCROP85106,3702,0,0,2,20,40.0,20,2
85106,SCROP85107,3702,0,0,2,20,47.0,16,3
85107,SCROP85108,3702,0,0,2,40,31.0,20,2
85108,SCROP85109,3702,0,0,2,5,40.0,18,1
85109,SCROP85110,3702,0,0,2,10,40.0,21,1
85110,SCROP85111,3702,0,0,2,15,10.0,48,2
85111,SCROP85112,3702,0,0,2,20,39.0,23,2
85112,SCROP85113,3895,0,0,2,10,20.0,9,3
85113,SCROP85114,3895,0,0,2,20,28.0,35,1
85114,SCROP85115,3895,0,0,2,20,30.0,19,2
85115,SCROP85116,3896,0,0,2,30,55.0,9,1
85116,SCROP85117,3896,0,0,2,20,8.0,28,1
85117,SCROP85118,3895,0,0,2,20,33.0,24,3
85118,SCROP85119,3896,0,0,2,10,35.0,14,3
85119,SCROP85120,3896,0,0,2,20,50.0,14,1
85120,SCROP85121,4096,0,0,2,15,43.0,15,2
85121,SCROP85122,4097,0,0,2,20,35.0,27,2
85122,SCROP85123,4096,0,0,2,20,,22,1
85123,SCROP85124,4097,0,0,2,40,,41,2
85124,SCROP85125,4097,0,0,2,5,25.0,30,2
85125,SCROP85126,4096,0,0,2,40,54.0,12,1
85126,SCROP85127,150,0,1,2,40,16.0,3,2
85127,SCROP85128,150,0,1,2,40,22.0,0,1
85128,SCROP85129,151,0,1,2,45,13.0,5,1
85129,SCROP85130,168,0,1,2,20,20.0,4,2
85130,SCROP85131,168,0,1,2,35,23.0,0,1
85131,SCROP85132,168,0,1,2,45,18.0,3,2
85132,SCROP85133,188,0,1,2,15,14.0,7,2
85133,SCROP85134,209,0,1,2,20,21.0,0,2
85134,SCROP85135,232,0,1,2,30,15.0,9,1
85135,SCROP85136,232,0,1,2,30,21.0,0,2
85136,SCROP85137,232,0,1,2,60,,6,2
85137,SCROP85138,256,0,1,2,20,11.0,8,2
85138,SCROP85139,256,0,1,2,25,20.0,2,3
85139,SCROP85140,257,0,1,2,30,20.0,1,3
85140,SCROP85141,283,0,1,2,20,18.0,2,2
85141,SCROP85142,283,0,1,2,20,,1,1
85142,SCROP85143,283,0,1,2,30,14.0,9,3
85143,SCROP85144,283,0,1,2,30,16.0,6,2
85144,SCROP85145,311,0,1,2,10,,12,3
85145,SCROP85146,312,0,1,2,20,19.0,5,2
85146,SCROP85147,312,0,1,2,20,21.0,5,1
85147,SCROP85148,312,0,1,2,40,21.0,8,2
85148,SCROP85149,342,0,1,2,30,13.0,12,1
85149,SCROP85150,342,0,1,2,5,9.0,13,1
85150,SCROP85151,342,0,1,2,10,,0,3
85151,SCROP85152,342,0,1,2,10,28.0,3,2
85152,SCROP85153,342,0,1,2,20,13.0,13,1
85153,SCROP85154,342,0,1,2,25,23.0,4,2
85154,SCROP85155,375,0,1,2,5,,11,3
85155,SCROP85156,375,0,1,2,15,15.0,3,2
85156,SCROP85157,375,0,1,2,20,10.0,14,1
85157,SCROP85158,375,0,1,2,20,14.0,9,1
85158,SCROP85159,375,0,1,2,20,16.0,11,2
85159,SCROP85160,375,0,1,2,20,25.0,2,2
85160,SCROP85161,375,0,1,2,30,20.0,6,3
85161,SCROP85162,375,0,1,2,30,25.0,4,1
85162,SCROP85163,375,0,1,2,40,25.0,5,3
85163,SCROP85164,375,0,1,2,60,24.0,3,1
85164,SCROP85165,411,0,1,2,5,,10,2
85165,SCROP85166,410,0,1,2,10,23.0,2,1
85166,SCROP85167,410,0,1,2,20,9.0,15,2
85167,SCROP85168,411,0,1,2,20,13.0,13,2
85168,SCROP85169,410,0,1,2,25,,11,1
85169,SCROP85170,410,0,1,2,30,9.0,15,2
85170,SCROP85171,411,0,1,2,30,17.0,11,1
85171,SCROP85172,410,0,1,2,30,17.0,12,1
85172,SCROP85173,411,0,1,2,30,20.0,8,1
85173,SCROP85174,410,0,1,2,30,20.0,10,1
85174,SCROP85175,410,0,1,2,30,27.0,10,1
85175,SCROP85176,411,0,1,2,30,28.0,3,2
85176,SCROP85177,410,0,1,2,30,30.0,4,2
85177,SCROP85178,410,0,1,2,35,10.0,12,2
85178,SCROP85179,410,0,1,2,40,22.0,7,2
85179,SCROP85180,410,0,1,2,40,,6,2
85180,SCROP85181,410,0,1,2,40,26.0,6,1
85181,SCROP85182,410,0,1,2,40,32.0,1,2
85182,SCROP85183,411,0,1,2,40,32.0,4,2
85183,SCROP85184,448,0,1,2,5,16.0,14,1
85184,SCROP85185,448,0,1,2,20,,6,2
85185,SCROP85186,448,0,1,2,5,11.0,8,1
85186,SCROP85187,448,0,1,2,10,25.0,3,2
85187,SCROP85188,448,0,1,2,15,7.0,16,1
85188,SCROP85189,448,0,1,2,15,13.0,11,3
85189,SCROP85190,448,0,1,2,15,17.0,4,3
85190,SCROP85191,448,0,1,2,15,20.0,2,2
85191,SCROP85192,448,0,1,2,15,21.0,2,3
85192,SCROP85193,448,0,1,2,20,22.0,2,2
85193,SCROP85194,448,0,1,2,20,22.0,5,1
85194,SCROP85195,448,0,1,2,20,22.0,14,2
85195,SCROP85196,448,0,1,2,20,,8,3
85196,SCROP85197,448,0,1,2,25,10.0,11,2
85197,SCROP85198,448,0,1,2,25,15.0,14,2
